Latitude,Longitude,Array Type,Market Pricing,Utility-scale Tariff Applied,First Yr Annual (MWh),Breakeven Price ($/MWh),Reference Price ($/MWh),Total Capacity (MW),Annual
49.71,-108.01,Residential,Time of use,,6.9,95.04,165.82,0.005,4.98
49.71,-108.01,Utility Fixed,Flat,No Tariff,70955.88,85.24,48.43,50,4.98
49.71,-108.01,Utility Fixed,Flat,Tariff,70955.88,114.57,48.43,50,4.98
49.71,-108.01,Utility Fixed,Time of use,No Tariff,70955.88,60.88,48.43,50,4.98
49.71,-108.01,Utility Fixed,Time of use,Tariff,70955.88,81.82,48.43,50,4.98
49.71,-108.01,Utility Tracker,Flat,No Tariff,88450.4,73.03,48.43,50,4.98
49.71,-108.01,Utility Tracker,Flat,Tariff,88450.4,96.42,48.43,50,4.98
49.71,-108.01,Utility Tracker,Time of use,No Tariff,88450.4,53.61,48.43,50,4.98
49.71,-108.01,Utility Tracker,Time of use,Tariff,88450.4,70.78,48.43,50,4.98
47.01,-53.59,Commercial,Flat,,235.15,133.04,82.09,0.2,3.38
47.01,-53.59,Commercial,Time of use,,235.15,116.09,82.09,0.2,3.38
47.01,-53.59,Community,Flat,,235.15,116.12,82.09,0.2,3.38
47.01,-53.59,Community,Time of use,,235.15,101.32,82.09,0.2,3.38
47.01,-53.59,Residential,Flat,,5.78,170.88,121.95,0.005,3.38
47.01,-53.59,Residential,Time of use,,5.78,149.59,121.95,0.005,3.38
47.01,-53.59,Utility Fixed,Flat,No Tariff,58789.92,100.55,39.71,50,3.38
47.01,-53.59,Utility Fixed,Flat,Tariff,58789.92,100.55,39.71,50,3.38
47.01,-53.59,Utility Fixed,Time of use,No Tariff,58789.92,87.75,39.71,50,3.38
47.01,-53.59,Utility Fixed,Time of use,Tariff,58789.92,87.75,39.71,50,3.38
47.01,-53.59,Utility Tracker,Flat,No Tariff,70248.41,90.02,39.71,50,3.38
47.01,-53.59,Utility Tracker,Flat,Tariff,70248.41,90.02,39.71,50,3.38
47.01,-53.59,Utility Tracker,Time of use,No Tariff,70248.41,79.89,39.71,50,3.38
47.01,-53.59,Utility Tracker,Time of use,Tariff,70248.41,79.89,39.71,50,3.38
45.33,-64.77,Commercial,Flat,,271.21,118.5,127.7,0.2,4.1
45.33,-64.77,Commercial,Time of use,,271.21,103.92,127.7,0.2,4.1
45.33,-64.77,Community,Flat,,271.21,103.4,127.7,0.2,4.1
45.33,-64.77,Community,Time of use,,271.21,90.68,127.7,0.2,4.1
45.33,-64.77,Residential,Flat,,6.67,152.29,142.7,0.005,4.1
45.33,-64.77,Residential,Time of use,,6.67,136.27,142.7,0.005,4.1
45.33,-64.77,Utility Fixed,Flat,No Tariff,67803.36,89.79,80.15,50,4.1
45.33,-64.77,Utility Fixed,Flat,Tariff,67803.36,143.55,80.15,50,4.1
45.33,-64.77,Utility Fixed,Time of use,No Tariff,67803.36,78.75,80.15,50,4.1
45.33,-64.77,Utility Fixed,Time of use,Tariff,67803.36,125.9,80.15,50,4.1
45.33,-64.77,Utility Tracker,Flat,No Tariff,82382.92,79.18,80.15,50,4.1
45.33,-64.77,Utility Tracker,Flat,Tariff,82382.92,123.43,80.15,50,4.1
45.33,-64.77,Utility Tracker,Time of use,No Tariff,82382.92,70.1,80.15,50,4.1
45.33,-64.77,Utility Tracker,Time of use,Tariff,82382.92,109.27,80.15,50,4.1
43.15,-81.53,Commercial,Flat,,275.01,115.98,146.51,0.2,4.22
43.15,-81.53,Commercial,Time of use,,275.01,94.28,146.51,0.2,4.22
43.15,-81.53,Community,Flat,,275.01,103.33,146.51,0.2,4.22
43.15,-81.53,Community,Time of use,,275.01,84,146.51,0.2,4.22
43.15,-81.53,Residential,Flat,,6.83,146.05,125.93,0.005,4.22
43.15,-81.53,Residential,Time of use,,6.83,119.64,125.93,0.005,4.22
43.15,-81.53,Utility Fixed,Flat,No Tariff,68752.73,89.93,18.64,50,4.22
43.15,-81.53,Utility Fixed,Flat,Tariff,68752.73,91.4,18.64,50,4.22
43.15,-81.53,Utility Fixed,Time of use,No Tariff,68752.73,73.1,18.64,50,4.22
43.15,-81.53,Utility Fixed,Time of use,Tariff,68752.73,74.29,18.64,50,4.22
43.15,-81.53,Utility Tracker,Flat,No Tariff,83799.94,78.83,18.64,50,4.22
43.15,-81.53,Utility Tracker,Flat,Tariff,83799.94,80.03,18.64,50,4.22
43.15,-81.53,Utility Tracker,Time of use,No Tariff,83799.94,64,18.64,50,4.22
43.15,-81.53,Utility Tracker,Time of use,Tariff,83799.94,64.97,18.64,50,4.22
51.29,-114.01,Commercial,Flat,,272.59,105.51,84.13,0.2,4.7
51.29,-114.01,Commercial,Time of use,,272.59,76.78,84.13,0.2,4.7
51.29,-114.01,Community,Flat,,272.59,100.2,84.13,0.2,4.7
51.29,-114.01,Community,Time of use,,272.59,72.92,84.13,0.2,4.7
51.29,-114.01,Residential,Flat,,6.59,137.62,97.06,0.005,4.7
51.29,-114.01,Residential,Time of use,,6.59,106.38,97.06,0.005,4.7
51.29,-114.01,Utility Fixed,Flat,No Tariff,68147.52,83.3,25.98,50,4.7
51.29,-114.01,Utility Fixed,Flat,Tariff,68147.52,91.82,25.98,50,4.7
51.29,-114.01,Utility Fixed,Time of use,No Tariff,68147.52,60.63,25.98,50,4.7
51.29,-114.01,Utility Fixed,Time of use,Tariff,68147.52,66.82,25.98,50,4.7
51.29,-114.01,Utility Tracker,Flat,No Tariff,84298.5,72.05,25.98,50,4.7
51.29,-114.01,Utility Tracker,Flat,Tariff,84298.5,78.93,25.98,50,4.7
51.29,-114.01,Utility Tracker,Time of use,No Tariff,84298.5,53.55,25.98,50,4.7
51.29,-114.01,Utility Tracker,Time of use,Tariff,84298.5,58.66,25.98,50,4.7
43.85,-79.03,Commercial,Flat,,280.13,113.9,146.51,0.2,4.26
43.85,-79.03,Commercial,Time of use,,280.13,92.61,146.51,0.2,4.26
43.85,-79.03,Community,Flat,,280.13,101.48,146.51,0.2,4.26
43.85,-79.03,Community,Time of use,,280.13,82.5,146.51,0.2,4.26
43.85,-79.03,Residential,Flat,,6.93,143.99,125.93,0.005,4.26
43.85,-79.03,Residential,Time of use,,6.93,118.32,125.93,0.005,4.26
43.85,-79.03,Utility Fixed,Flat,No Tariff,70033.81,88.4,18.64,50,4.26
43.85,-79.03,Utility Fixed,Flat,Tariff,70033.81,89.84,18.64,50,4.26
43.85,-79.03,Utility Fixed,Time of use,No Tariff,70033.81,71.87,18.64,50,4.26
43.85,-79.03,Utility Fixed,Time of use,Tariff,70033.81,73.04,18.64,50,4.26
43.85,-79.03,Utility Tracker,Flat,No Tariff,85580.51,77.31,18.64,50,4.26
43.85,-79.03,Utility Tracker,Flat,Tariff,85580.51,78.49,18.64,50,4.26
43.85,-79.03,Utility Tracker,Time of use,No Tariff,85580.51,62.79,18.64,50,4.26
43.85,-79.03,Utility Tracker,Time of use,Tariff,85580.51,63.75,18.64,50,4.26
49.26,-102.28,Commercial,Flat,,287.11,109.28,113.05,0.2,5.02
49.26,-102.28,Commercial,Time of use,,287.11,78.95,113.05,0.2,5.02
49.26,-102.28,Community,Flat,,287.11,98.54,113.05,0.2,5.02
49.26,-102.28,Community,Time of use,,287.11,71.19,113.05,0.2,5.02
49.26,-102.28,Residential,Flat,,6.97,142.18,165.82,0.005,5.02
49.26,-102.28,Residential,Time of use,,6.97,96.22,165.82,0.005,5.02
49.26,-102.28,Utility Fixed,Flat,No Tariff,71778.96,84.43,48.43,50,5.02
49.26,-102.28,Utility Fixed,Flat,Tariff,71778.96,113.47,48.43,50,5.02
49.26,-102.28,Utility Fixed,Time of use,No Tariff,71778.96,61.01,48.43,50,5.02
49.26,-102.28,Utility Fixed,Time of use,Tariff,71778.96,81.98,48.43,50,5.02
49.26,-102.28,Utility Tracker,Flat,No Tariff,88605.34,73.23,48.43,50,5.02
49.26,-102.28,Utility Tracker,Flat,Tariff,88605.34,96.69,48.43,50,5.02
49.26,-102.28,Utility Tracker,Time of use,No Tariff,88605.34,54.05,48.43,50,5.02
49.26,-102.28,Utility Tracker,Time of use,Tariff,88605.34,71.35,48.43,50,5.02
46.1,-80.62,Commercial,Flat,,281.35,113.45,146.51,0.2,4.26
46.1,-80.62,Commercial,Time of use,,281.35,92.58,146.51,0.2,4.26
46.1,-80.62,Community,Flat,,281.35,101.07,146.51,0.2,4.26
46.1,-80.62,Community,Time of use,,281.35,82.48,146.51,0.2,4.26
46.1,-80.62,Residential,Flat,,6.91,144.31,125.93,0.005,4.26
46.1,-80.62,Residential,Time of use,,6.91,118.85,125.93,0.005,4.26
46.1,-80.62,Utility Fixed,Flat,No Tariff,70337.84,88.1,18.64,50,4.26
46.1,-80.62,Utility Fixed,Flat,Tariff,70337.84,89.54,18.64,50,4.26
46.1,-80.62,Utility Fixed,Time of use,No Tariff,70337.84,71.89,18.64,50,4.26
46.1,-80.62,Utility Fixed,Time of use,Tariff,70337.84,73.06,18.64,50,4.26
46.1,-80.62,Utility Tracker,Flat,No Tariff,85530.81,77.42,18.64,50,4.26
46.1,-80.62,Utility Tracker,Flat,Tariff,85530.81,78.6,18.64,50,4.26
46.1,-80.62,Utility Tracker,Time of use,No Tariff,85530.81,63.07,18.64,50,4.26
46.1,-80.62,Utility Tracker,Time of use,Tariff,85530.81,64.03,18.64,50,4.26
48.88,-72.45,Commercial,Flat,,253.97,123.83,85.79,0.2,4.25
48.88,-72.45,Commercial,Time of use,,253.97,100.26,85.79,0.2,4.25
48.88,-72.45,Community,Flat,,253.97,108.18,85.79,0.2,4.25
48.88,-72.45,Community,Time of use,,253.97,87.59,85.79,0.2,4.25
48.88,-72.45,Residential,Flat,,6.2,160.06,67.95,0.005,4.25
48.88,-72.45,Residential,Time of use,,6.2,131.88,67.95,0.005,4.25
48.88,-72.45,Utility Fixed,Flat,No Tariff,63493.97,94.49,32.7,50,4.25
48.88,-72.45,Utility Fixed,Flat,Tariff,63493.97,164.32,32.7,50,4.25
48.88,-72.45,Utility Fixed,Time of use,No Tariff,63493.97,76.5,32.7,50,4.25
48.88,-72.45,Utility Fixed,Time of use,Tariff,63493.97,133.03,32.7,50,4.25
48.88,-72.45,Utility Tracker,Flat,No Tariff,77340.51,83.05,32.7,50,4.25
48.88,-72.45,Utility Tracker,Flat,Tariff,77340.51,140.32,32.7,50,4.25
48.88,-72.45,Utility Tracker,Time of use,No Tariff,77340.51,67.19,32.7,50,4.25
48.88,-72.45,Utility Tracker,Time of use,Tariff,77340.51,113.51,32.7,50,4.25
53.67,-114.35,Commercial,Flat,,253.23,113.53,84.13,0.2,4.44
53.67,-114.35,Commercial,Time of use,,253.23,81.55,84.13,0.2,4.44
53.67,-114.35,Community,Flat,,253.23,107.82,84.13,0.2,4.44
53.67,-114.35,Community,Time of use,,253.23,77.45,84.13,0.2,4.44
53.67,-114.35,Residential,Flat,,6.09,148.7,97.06,0.005,4.44
53.67,-114.35,Residential,Time of use,,6.09,113.31,97.06,0.005,4.44
53.67,-114.35,Utility Fixed,Flat,No Tariff,63308.14,89.28,25.98,50,4.44
53.67,-114.35,Utility Fixed,Flat,Tariff,63308.14,98.43,25.98,50,4.44
53.67,-114.35,Utility Fixed,Time of use,No Tariff,63308.14,64.15,25.98,50,4.44
53.67,-114.35,Utility Fixed,Time of use,Tariff,63308.14,70.73,25.98,50,4.44
53.67,-114.35,Utility Tracker,Flat,No Tariff,78365.1,77.09,25.98,50,4.44
53.67,-114.35,Utility Tracker,Flat,Tariff,78365.1,84.47,25.98,50,4.44
53.67,-114.35,Utility Tracker,Time of use,No Tariff,78365.1,56.65,25.98,50,4.44
53.67,-114.35,Utility Tracker,Time of use,Tariff,78365.1,62.07,25.98,50,4.44
46.81,-64.06,Commercial,Flat,,252.14,124.1,145.7,0.2,4.13
46.81,-64.06,Commercial,Time of use,,252.14,109.23,145.7,0.2,4.13
46.81,-64.06,Community,Flat,,252.14,108.31,145.7,0.2,4.13
46.81,-64.06,Community,Time of use,,252.14,95.34,145.7,0.2,4.13
46.81,-64.06,Residential,Flat,,6.21,159.11,165.26,0.005,4.13
46.81,-64.06,Residential,Time of use,,6.21,141.38,165.26,0.005,4.13
46.81,-64.06,Utility Fixed,Flat,No Tariff,63035.95,93.92,71.4,50,4.13
46.81,-64.06,Utility Fixed,Flat,Tariff,63035.95,139.54,71.4,50,4.13
46.81,-64.06,Utility Fixed,Time of use,No Tariff,63035.95,82.67,71.4,50,4.13
46.81,-64.06,Utility Fixed,Time of use,Tariff,63035.95,122.83,71.4,50,4.13
46.81,-64.06,Utility Tracker,Flat,No Tariff,75515.23,83.9,71.4,50,4.13
46.81,-64.06,Utility Tracker,Flat,Tariff,75515.23,121.97,71.4,50,4.13
46.81,-64.06,Utility Tracker,Time of use,No Tariff,75515.23,74.58,71.4,50,4.13
46.81,-64.06,Utility Tracker,Time of use,Tariff,75515.23,108.42,71.4,50,4.13
43.18,-80.07,Commercial,Flat,,276.85,115.25,146.51,0.2,4.13
43.18,-80.07,Commercial,Time of use,,276.85,93.9,146.51,0.2,4.13
43.18,-80.07,Community,Flat,,276.85,102.68,146.51,0.2,4.13
43.18,-80.07,Community,Time of use,,276.85,83.66,146.51,0.2,4.13
43.18,-80.07,Residential,Flat,,6.86,145.39,125.93,0.005,4.13
43.18,-80.07,Residential,Time of use,,6.86,119.48,125.93,0.005,4.13
43.18,-80.07,Utility Fixed,Flat,No Tariff,69214.15,89.41,18.64,50,4.13
43.18,-80.07,Utility Fixed,Flat,Tariff,69214.15,90.86,18.64,50,4.13
43.18,-80.07,Utility Fixed,Time of use,No Tariff,69214.15,72.84,18.64,50,4.13
43.18,-80.07,Utility Fixed,Time of use,Tariff,69214.15,74.03,18.64,50,4.13
43.18,-80.07,Utility Tracker,Flat,No Tariff,84236.37,78.49,18.64,50,4.13
43.18,-80.07,Utility Tracker,Flat,Tariff,84236.37,79.68,18.64,50,4.13
43.18,-80.07,Utility Tracker,Time of use,No Tariff,84236.37,63.85,18.64,50,4.13
43.18,-80.07,Utility Tracker,Time of use,Tariff,84236.37,64.82,18.64,50,4.13
48.58,-93.52,Commercial,Flat,,276.72,115.34,146.51,0.2,4.13
48.58,-93.52,Commercial,Time of use,,276.72,94.31,146.51,0.2,4.13
48.58,-93.52,Community,Flat,,276.72,102.76,146.51,0.2,4.13
48.58,-93.52,Community,Time of use,,276.72,84.03,146.51,0.2,4.13
48.58,-93.52,Residential,Flat,,6.74,148.09,125.93,0.005,4.13
48.58,-93.52,Residential,Time of use,,6.74,122.42,125.93,0.005,4.13
48.58,-93.52,Utility Fixed,Flat,No Tariff,69180.26,89.49,18.64,50,4.13
48.58,-93.52,Utility Fixed,Flat,Tariff,69180.26,90.95,18.64,50,4.13
48.58,-93.52,Utility Fixed,Time of use,No Tariff,69180.26,73.17,18.64,50,4.13
48.58,-93.52,Utility Fixed,Time of use,Tariff,69180.26,74.37,18.64,50,4.13
48.58,-93.52,Utility Tracker,Flat,No Tariff,85846.36,77.12,18.64,50,4.13
48.58,-93.52,Utility Tracker,Flat,Tariff,85846.36,78.29,18.64,50,4.13
48.58,-93.52,Utility Tracker,Time of use,No Tariff,85846.36,62.95,18.64,50,4.13
48.58,-93.52,Utility Tracker,Time of use,Tariff,85846.36,63.91,18.64,50,4.13
48.31,-67.36,Commercial,Flat,,255.92,122.88,85.79,0.2,4.71
48.31,-67.36,Commercial,Time of use,,255.92,98.89,85.79,0.2,4.71
48.31,-67.36,Community,Flat,,255.92,107.34,85.79,0.2,4.71
48.31,-67.36,Community,Time of use,,255.92,86.39,85.79,0.2,4.71
48.31,-67.36,Residential,Flat,,6.26,158.5,67.95,0.005,4.71
48.31,-67.36,Residential,Time of use,,6.26,131.21,67.95,0.005,4.71
48.31,-67.36,Utility Fixed,Flat,No Tariff,63981.25,93.79,32.7,50,4.71
48.31,-67.36,Utility Fixed,Flat,Tariff,63981.25,163.08,32.7,50,4.71
48.31,-67.36,Utility Fixed,Time of use,No Tariff,63981.25,75.48,32.7,50,4.71
48.31,-67.36,Utility Fixed,Time of use,Tariff,63981.25,131.24,32.7,50,4.71
48.31,-67.36,Utility Tracker,Flat,No Tariff,77801.98,82.58,32.7,50,4.71
48.31,-67.36,Utility Tracker,Flat,Tariff,77801.98,139.5,32.7,50,4.71
48.31,-67.36,Utility Tracker,Time of use,No Tariff,77801.98,66.44,32.7,50,4.71
48.31,-67.36,Utility Tracker,Time of use,Tariff,77801.98,112.24,32.7,50,4.71
53.39,-105.53,Commercial,Flat,,245.68,127.67,113.05,0.2,4.71
53.39,-105.53,Commercial,Time of use,,245.68,90.36,113.05,0.2,4.71
53.39,-105.53,Community,Flat,,245.68,115.12,113.05,0.2,4.71
53.39,-105.53,Community,Time of use,,245.68,81.49,113.05,0.2,4.71
53.39,-105.53,Residential,Flat,,5.94,166.85,165.82,0.005,4.71
53.39,-105.53,Residential,Time of use,,5.94,115.25,165.82,0.005,4.71
53.39,-105.53,Utility Fixed,Flat,No Tariff,61421.21,97.79,48.43,50,4.71
53.39,-105.53,Utility Fixed,Flat,Tariff,61421.21,131.63,48.43,50,4.71
53.39,-105.53,Utility Fixed,Time of use,No Tariff,61421.21,69.27,48.43,50,4.71
53.39,-105.53,Utility Fixed,Time of use,Tariff,61421.21,93.24,48.43,50,4.71
53.39,-105.53,Utility Tracker,Flat,No Tariff,77362.37,82.78,48.43,50,4.71
53.39,-105.53,Utility Tracker,Flat,Tariff,77362.37,109.45,48.43,50,4.71
53.39,-105.53,Utility Tracker,Time of use,No Tariff,77362.37,60.46,48.43,50,4.71
53.39,-105.53,Utility Tracker,Time of use,Tariff,77362.37,79.93,48.43,50,4.71
44.31,-79.54,Commercial,Flat,,274.61,116.18,146.51,0.2,4.23
44.31,-79.54,Commercial,Time of use,,274.61,94.57,146.51,0.2,4.23
44.31,-79.54,Community,Flat,,274.61,103.5,146.51,0.2,4.23
44.31,-79.54,Community,Time of use,,274.61,84.25,146.51,0.2,4.23
44.31,-79.54,Residential,Flat,,6.79,146.83,125.93,0.005,4.23
44.31,-79.54,Residential,Time of use,,6.79,120.79,125.93,0.005,4.23
44.31,-79.54,Utility Fixed,Flat,No Tariff,68654.85,90.08,18.64,50,4.23
44.31,-79.54,Utility Fixed,Flat,Tariff,68654.85,91.55,18.64,50,4.23
44.31,-79.54,Utility Fixed,Time of use,No Tariff,68654.85,73.32,18.64,50,4.23
44.31,-79.54,Utility Fixed,Time of use,Tariff,68654.85,74.52,18.64,50,4.23
44.31,-79.54,Utility Tracker,Flat,No Tariff,84726.74,78.04,18.64,50,4.23
44.31,-79.54,Utility Tracker,Flat,Tariff,84726.74,79.23,18.64,50,4.23
44.31,-79.54,Utility Tracker,Time of use,No Tariff,84726.74,63.45,18.64,50,4.23
44.31,-79.54,Utility Tracker,Time of use,Tariff,84726.74,64.42,18.64,50,4.23
52.93,-114.95,Commercial,Flat,,255.78,112.42,84.13,0.2,4.41
52.93,-114.95,Commercial,Time of use,,255.78,81.52,84.13,0.2,4.41
52.93,-114.95,Community,Flat,,255.78,106.77,84.13,0.2,4.41
52.93,-114.95,Community,Time of use,,255.78,77.42,84.13,0.2,4.41
52.93,-114.95,Residential,Flat,,6.17,147.01,97.06,0.005,4.41
52.93,-114.95,Residential,Time of use,,6.17,111.98,97.06,0.005,4.41
52.93,-114.95,Utility Fixed,Flat,No Tariff,63946.23,88.47,25.98,50,4.41
52.93,-114.95,Utility Fixed,Flat,Tariff,63946.23,97.54,25.98,50,4.41
52.93,-114.95,Utility Fixed,Time of use,No Tariff,63946.23,64.16,25.98,50,4.41
52.93,-114.95,Utility Fixed,Time of use,Tariff,63946.23,70.74,25.98,50,4.41
52.93,-114.95,Utility Tracker,Flat,No Tariff,78350.53,77.16,25.98,50,4.41
52.93,-114.95,Utility Tracker,Flat,Tariff,78350.53,84.55,25.98,50,4.41
52.93,-114.95,Utility Tracker,Time of use,No Tariff,78350.53,57.17,25.98,50,4.41
52.93,-114.95,Utility Tracker,Time of use,Tariff,78350.53,62.64,25.98,50,4.41
46.29,-60.28,Commercial,Flat,,262.94,122.17,127.7,0.2,3.68
46.29,-60.28,Commercial,Time of use,,262.94,107.61,127.7,0.2,3.68
46.29,-60.28,Community,Flat,,262.94,106.61,127.7,0.2,3.68
46.29,-60.28,Community,Time of use,,262.94,93.9,127.7,0.2,3.68
46.29,-60.28,Residential,Flat,,6.48,156.61,142.7,0.005,3.68
46.29,-60.28,Residential,Time of use,,6.48,140.5,142.7,0.005,3.68
46.29,-60.28,Utility Fixed,Flat,No Tariff,65735.7,92.43,80.15,50,3.68
46.29,-60.28,Utility Fixed,Flat,Tariff,65735.7,147.85,80.15,50,3.68
46.29,-60.28,Utility Fixed,Time of use,No Tariff,65735.7,81.42,80.15,50,3.68
46.29,-60.28,Utility Fixed,Time of use,Tariff,65735.7,130.24,80.15,50,3.68
46.29,-60.28,Utility Tracker,Flat,No Tariff,78928,82.42,80.15,50,3.68
46.29,-60.28,Utility Tracker,Flat,Tariff,78928,128.57,80.15,50,3.68
46.29,-60.28,Utility Tracker,Time of use,No Tariff,78928,73.54,80.15,50,3.68
46.29,-60.28,Utility Tracker,Time of use,Tariff,78928,114.71,80.15,50,3.68
53.51,-113.5,Commercial,Flat,,260.53,110.38,84.13,0.2,3.65
53.51,-113.5,Commercial,Time of use,,260.53,80.12,84.13,0.2,3.65
53.51,-113.5,Community,Flat,,260.53,104.83,84.13,0.2,3.65
53.51,-113.5,Community,Time of use,,260.53,76.09,84.13,0.2,3.65
53.51,-113.5,Residential,Flat,,6.27,144.57,97.06,0.005,3.65
53.51,-113.5,Residential,Time of use,,6.27,110.84,97.06,0.005,3.65
53.51,-113.5,Utility Fixed,Flat,No Tariff,65134.69,86.96,25.98,50,3.65
53.51,-113.5,Utility Fixed,Flat,Tariff,65134.69,95.86,25.98,50,3.65
53.51,-113.5,Utility Fixed,Time of use,No Tariff,65134.69,63.12,25.98,50,3.65
53.51,-113.5,Utility Fixed,Time of use,Tariff,65134.69,69.59,25.98,50,3.65
53.51,-113.5,Utility Tracker,Flat,No Tariff,80973.7,74.79,25.98,50,3.65
53.51,-113.5,Utility Tracker,Flat,Tariff,80973.7,81.94,25.98,50,3.65
53.51,-113.5,Utility Tracker,Time of use,No Tariff,80973.7,55.5,25.98,50,3.65
53.51,-113.5,Utility Tracker,Time of use,Tariff,80973.7,60.81,25.98,50,3.65
49.05,-122.46,Commercial,Flat,,230.78,149.22,87.21,0.2,3.65
49.05,-122.46,Commercial,Time of use,,230.78,119.94,87.21,0.2,3.65
49.05,-122.46,Community,Flat,,230.78,142.43,87.21,0.2,3.65
49.05,-122.46,Community,Time of use,,230.78,114.48,87.21,0.2,3.65
49.05,-122.46,Residential,Flat,,5.67,185.55,97.75,0.005,3.65
49.05,-122.46,Residential,Time of use,,5.67,153.23,97.75,0.005,3.65
49.05,-122.46,Utility Fixed,Flat,No Tariff,57696.11,119.43,47.71,50,3.65
49.05,-122.46,Utility Fixed,Flat,Tariff,57696.11,150.38,47.71,50,3.65
49.05,-122.46,Utility Fixed,Time of use,No Tariff,57696.11,96,47.71,50,3.65
49.05,-122.46,Utility Fixed,Time of use,Tariff,57696.11,120.87,47.71,50,3.65
49.05,-122.46,Utility Tracker,Flat,No Tariff,70996.42,102.96,47.71,50,3.65
49.05,-122.46,Utility Tracker,Flat,Tariff,70996.42,128.07,47.71,50,3.65
49.05,-122.46,Utility Tracker,Time of use,No Tariff,70996.42,82.79,47.71,50,3.65
49.05,-122.46,Utility Tracker,Time of use,Tariff,70996.42,102.98,47.71,50,3.65
46.62,-65.05,Commercial,Flat,,275.52,124.27,117.73,0.2,4.22
46.62,-65.05,Commercial,Time of use,,275.52,108.69,117.73,0.2,4.22
46.62,-65.05,Community,Flat,,275.52,108.43,117.73,0.2,4.22
46.62,-65.05,Community,Time of use,,275.52,94.83,117.73,0.2,4.22
46.62,-65.05,Residential,Flat,,6.73,160.72,124.32,0.005,4.22
46.62,-65.05,Residential,Time of use,,6.73,140.89,124.32,0.005,4.22
46.62,-65.05,Utility Fixed,Flat,No Tariff,68881.59,94.2,52,50,4.22
46.62,-65.05,Utility Fixed,Flat,Tariff,68881.59,140.41,52,50,4.22
46.62,-65.05,Utility Fixed,Time of use,No Tariff,68881.59,82.4,52,50,4.22
46.62,-65.05,Utility Fixed,Time of use,Tariff,68881.59,122.81,52,50,4.22
46.62,-65.05,Utility Tracker,Flat,No Tariff,84342.08,82.49,52,50,4.22
46.62,-65.05,Utility Tracker,Flat,Tariff,84342.08,120.23,52,50,4.22
46.62,-65.05,Utility Tracker,Time of use,No Tariff,84342.08,72.87,52,50,4.22
46.62,-65.05,Utility Tracker,Time of use,Tariff,84342.08,106.21,52,50,4.22
50.58,-126.92,Commercial,Flat,,219.27,142.59,87.21,0.2,3.45
50.58,-126.92,Commercial,Time of use,,219.27,114.97,87.21,0.2,3.45
50.58,-126.92,Community,Flat,,219.27,135.53,87.21,0.2,3.45
50.58,-126.92,Community,Time of use,,219.27,109.28,87.21,0.2,3.45
50.58,-126.92,Residential,Flat,,5.35,183.29,97.75,0.005,3.45
50.58,-126.92,Residential,Time of use,,5.35,150.23,97.75,0.005,3.45
50.58,-126.92,Utility Fixed,Flat,No Tariff,54819.73,111.68,47.71,50,3.45
50.58,-126.92,Utility Fixed,Flat,Tariff,54819.73,143.51,47.71,50,3.45
50.58,-126.92,Utility Fixed,Time of use,No Tariff,54819.73,90.04,47.71,50,3.45
50.58,-126.92,Utility Fixed,Time of use,Tariff,54819.73,115.7,47.71,50,3.45
50.58,-126.92,Utility Tracker,Flat,No Tariff,64218.29,101.58,47.71,50,3.45
50.58,-126.92,Utility Tracker,Flat,Tariff,64218.29,128.69,47.71,50,3.45
50.58,-126.92,Utility Tracker,Time of use,No Tariff,64218.29,81.91,47.71,50,3.45
50.58,-126.92,Utility Tracker,Time of use,Tariff,64218.29,103.77,47.71,50,3.45
49.83,-100.29,Commercial,Flat,,282.18,112.35,66.4,0.2,4.92
49.83,-100.29,Commercial,Time of use,,282.18,92.29,66.4,0.2,4.92
49.83,-100.29,Community,Flat,,282.18,99.66,66.4,0.2,4.92
49.83,-100.29,Community,Time of use,,282.18,81.87,66.4,0.2,4.92
49.83,-100.29,Residential,Flat,,6.84,146.3,87.21,0.005,4.92
49.83,-100.29,Residential,Time of use,,6.84,123.5,87.21,0.005,4.92
49.83,-100.29,Utility Fixed,Flat,No Tariff,70547.42,86.25,33.42,50,4.92
49.83,-100.29,Utility Fixed,Flat,Tariff,70547.42,114.75,33.42,50,4.92
49.83,-100.29,Utility Fixed,Time of use,No Tariff,70547.42,70.85,33.42,50,4.92
49.83,-100.29,Utility Fixed,Time of use,Tariff,70547.42,94.25,33.42,50,4.92
49.83,-100.29,Utility Tracker,Flat,No Tariff,87266.02,74.68,33.42,50,4.92
49.83,-100.29,Utility Tracker,Flat,Tariff,87266.02,97.66,33.42,50,4.92
49.83,-100.29,Utility Tracker,Time of use,No Tariff,87266.02,61.27,33.42,50,4.92
49.83,-100.29,Utility Tracker,Time of use,Tariff,87266.02,80.12,33.42,50,4.92
45.3,-74.63,Commercial,Flat,,280.94,113.59,146.51,0.2,4.01
45.3,-74.63,Commercial,Time of use,,280.94,92.04,146.51,0.2,4.01
45.3,-74.63,Community,Flat,,280.94,101.2,146.51,0.2,4.01
45.3,-74.63,Community,Time of use,,280.94,82,146.51,0.2,4.01
45.3,-74.63,Residential,Flat,,6.92,144.11,125.93,0.005,4.01
